postId,postAuthor,postText,creationTime,postUrl,commentAuthorName,commentText,commentId,depth
1044184064318473,NA,NA,05/16/2025 022702 PM,NA,Daniel Villamizar,Demasiado buenas  las recomiendo!,1045394800864066.0,0.0
1044184064318473,NA,NA,05/16/2025 013909 PM,NA,Anonymous participant 633,No lleva vida su comida,1045373980866148.0,0.0
1053301880073358,NA,NA,06/03/2025 075824 PM,NA,Diego Cudriz,Me interesa,1058367062900173.0,0.0
1053719330031613,Azucena Rios,"Hola chicos, en este marco de coyuntura nacional sobre el derecho al trabajo digno y bien remunerado, me gustaria preguntarles a los estudiantes de Gestion empresarial o de Economia ?como no se desmotivan cuando ven esas ""formulas para el exito"" que implican muchas veces practicas poco eticas o que solo piensan en los beneficios para la empresa desfavoreciendo el capital humano? Hay cosas que me chocan sobre la carrera que estoy estudiando, me siento desmotivada en parte por eso. No he logrado conectar con mis companeros ni ajustarme a sus personalidades como para trabajar en equipo y eso me hace sentir muy sola. A veces le dicen a uno en la carrera que un empresario o empresaria debe ser casi perfecto: se conoce a si mismo/a, es creativo/a, innovador/a, disciplinado/a, planifica, lidera, comunica, delega, es multitasking, etc, etc. No me quiero cambiar de carrera porque no me quiero dar por vencida apenas empezando y por el contrario quiero llevar a cabo mis ideas, pero no se... me gustaria leer sus opiniones porque ya me mame de las historias de exito de los profes nos ponen en Youtube jajaja eso es inspirador pero me gustaria algo realista mas cercano a mi experiencia. 

Pdta: No estoy de acuerdo con esa imagen de Steve Jobs pero quiero atraer a los que si le copian al man.",05/28/2025 102924 AM,1053719330031613.0,NA,NA,NA,NA
1053719330031613,NA,NA,05/28/2025 011811 PM,NA,Yeyo Shesho,"Pues asi es la realidad de como triunfan las empresas, sino te gusta despegala de la carrera y fin",1053813440022202.0,0.0
1053719330031613,NA,NA,05/28/2025 113522 AM,NA,Anonymous participant 758,"Estudie economia dos semestres, me bastaron para darme cuenta que por lo menos en mi corte era la persona menos favorecida, la mayoria eran de familias con cierto poder. Realmente no quisiera decir que en la carrera se encuentra mucho clasismo, pero se nota en el pensamiento que en la u deberia ser ""critico"" pero no, se aplican las practicas que tanto se aborrecen.
Me cambie de carrera y no podria estar mas enamorado de lo que estudio actualmente.",1053757356694477.0,0.0
1054682663268613,NA,NA,05/29/2025 074904 PM,NA,Yeyo Shesho,No lo haga compa,1054688709934675.0,0.0
1054682663268613,NA,NA,06/02/2025 010728 PM,NA,Nohelia Agudelo,"Si es la primera vez que la va a ver, no. Si aprendio pero perdio y quiere nivelarse, okk",1057448466325366.0,0.0
1054682663268613,NA,NA,05/29/2025 114153 PM,NA,Reparando Compus,"?Para que? Para nivelarse si, para aprender no.",1054799359923610.0,0.0
1054824406587772,Lucia Benites,"Este gordo hermoso busca hogar responsable para toda la vida, sus padres son de talla mediana. Se encuentra en  optimas condiciones para ser adoptado. Wpp: 313 864 8751",05/30/2025 123544 AM,1054824406587772.0,NA,NA,NA,NA
